,tissue_class,tissue_type,original_name,source,Lineage,Cell_Category,cell_fine_category,source,target,Genetype,Sex
9569,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MYO3B,protein_coding,Both
9570,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LAMA2,protein_coding,Both
9571,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,C20orf96,protein_coding,Both
9572,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MOK,protein_coding,Both
9573,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NOL4L,protein_coding,Both
9574,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TENT4A,protein_coding,Both
9575,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SIL1,protein_coding,Both
9576,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,UHRF1,protein_coding,Both
9577,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,C19orf38,protein_coding,Both
9578,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ATP9A,protein_coding,Both
9579,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BIN3,protein_coding,Both
9580,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CDC42,protein_coding,Both
9581,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CDH1,protein_coding,Both
9582,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CEMIP2,protein_coding,Both
9583,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CDH17,protein_coding,Both
9584,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ANKS4B,protein_coding,Both
9585,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TMEM120B,protein_coding,Both
9586,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LGALS4,protein_coding,Both
9587,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CDKN1B,protein_coding,Both
9588,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RASGRP1,protein_coding,Both
9589,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,HNRNPA1L2,protein_coding,Both
9590,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NRG4,protein_coding,Both
9591,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SLC38A8,protein_coding,Both
9592,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TOB1,protein_coding,Both
9593,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAM13A,protein_coding,Both
9594,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LMO7,protein_coding,Both
9595,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CCDC42,protein_coding,Both
9596,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CFL2,protein_coding,Both
9597,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KLC3,protein_coding,Both
9598,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SHLD2,protein_coding,Both
9599,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PDE4D,protein_coding,Both
9600,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHN2,protein_coding,Both
9601,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,HHLA2,protein_coding,Both
9602,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHRNA3,protein_coding,Both
9603,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHRNA7,protein_coding,Both
9604,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHRNE,protein_coding,Both
9605,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LRRC17,protein_coding,Both
9606,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ABCC4,protein_coding,Both
9607,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,WDSUB1,protein_coding,Both
9608,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DENND11,protein_coding,Both
9609,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,COLEC11,protein_coding,Both
9610,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BCAS2,protein_coding,Both
9611,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAP1B,protein_coding,Both
9612,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MB21D2,protein_coding,Both
9613,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RNF38,protein_coding,Both
9614,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SQOR,protein_coding,Both
9615,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MAX,protein_coding,Both
9616,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CNN3,protein_coding,Both
9617,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TRMT44,protein_coding,Both
9618,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RRAGB,protein_coding,Both
9619,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CCDC85C,protein_coding,Both
9620,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NPM2,protein_coding,Both
9621,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ZC2HC1B,protein_coding,Both
9622,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PNLDC1,protein_coding,Both
9623,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CCNP,protein_coding,Both
9624,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ANKRD46,protein_coding,Both
9625,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FBXO16,protein_coding,Both
9626,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,THRB,protein_coding,Both
9627,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,WFDC2,protein_coding,Both
9628,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CFAP58,protein_coding,Both
9629,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LDHAL6A,protein_coding,Both
9630,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FMN1,protein_coding,Both
9631,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,STRC,protein_coding,Both
9632,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NIN,protein_coding,Both
9633,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PLS1,protein_coding,Both
9634,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,VAV3,protein_coding,Both
9635,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SGF29,protein_coding,Both
9636,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NR3C2,protein_coding,Both
9637,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BAIAP2,protein_coding,Both
9638,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SASS6,protein_coding,Both
9639,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FOLR1,protein_coding,Both
9640,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CRYZ,protein_coding,Both
9641,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,COG5,protein_coding,Both
9642,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CSF1R,protein_coding,Both
9643,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KIAA0930,protein_coding,Both
9644,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,HOXB13,protein_coding,Both
9645,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SGMS2,protein_coding,Both
9646,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BLOC1S6,protein_coding,Both
9647,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ETFRF1,protein_coding,Both
9648,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,POLR2J,protein_coding,Both
9649,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CSNK2B,protein_coding,Both
9650,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ABCC1,protein_coding,Both
9651,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TLCD4,protein_coding,Both
9652,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CSRP2,protein_coding,Both
9653,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SHLD1,protein_coding,Both
9654,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,POR,protein_coding,Both
9655,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GALNT18,protein_coding,Both
9656,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ADAMTS17,protein_coding,Both
9657,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MCTP1,protein_coding,Both
9658,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TRAF2,protein_coding,Both
9659,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SPTBN5,protein_coding,Both
9660,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CTSB,protein_coding,Both
9661,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ACOT4,protein_coding,Both
9662,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CTSH,protein_coding,Both
9663,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DNAH10,protein_coding,Both
9664,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CBY2,protein_coding,Both
9665,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,UHRF1BP1L,protein_coding,Both
9666,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PAOX,protein_coding,Both
9667,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TUBA4A,protein_coding,Both
9668,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,TBPL2,protein_coding,Both
9669,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ZC3H18,protein_coding,Both
9670,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PAIP1,protein_coding,Both
9671,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NLRP7,protein_coding,Both
9672,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,INSC,protein_coding,Both
9673,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,STPG4,protein_coding,Both
9674,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,POLR3G,protein_coding,Both
9675,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MUC20,protein_coding,Both
9676,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RASL10A,protein_coding,Both
9677,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NGB,protein_coding,Both
9678,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,IGF2BP3,protein_coding,Both
9679,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DGKB,protein_coding,Both
9680,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DNAH12,protein_coding,Both
9681,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SKP2,protein_coding,Both
9682,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CATSPERD,protein_coding,Both
9683,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CELF2,protein_coding,Both
9684,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PSMG4,protein_coding,Both
9685,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,UNKL,protein_coding,Both
9686,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PLEKHM2,protein_coding,Both
9687,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DCT,protein_coding,Both
9688,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LSM10,protein_coding,Both
9689,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,B3GNT2,protein_coding,Both
9690,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,ERICH5,protein_coding,Both
9691,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RELN,protein_coding,Both
9692,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,GADD45A,protein_coding,Both
9693,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CRPPA,protein_coding,Both
9694,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NLRP11,protein_coding,Both
9695,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PSEN2,protein_coding,Both
9696,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,HAPLN3,protein_coding,Both
9697,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SLC12A7,protein_coding,Both
9698,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CFD,protein_coding,Both
9699,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,COCH,protein_coding,Both
9700,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CHD7,protein_coding,Both
9701,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,PCCB,protein_coding,Both
9702,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NEK1,protein_coding,Both
9703,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CFAP418-AS1,lncRNA,Both
9704,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KIF13B,protein_coding,Both
9705,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CAPN12,protein_coding,Both
9706,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NEDD4L,protein_coding,Both
9707,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,NFKBIA,protein_coding,Both
9708,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LHX8,protein_coding,Both
9709,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CMPK1,protein_coding,Both
9710,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FTCD,protein_coding,Both
9711,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,KDM1B,protein_coding,Both
9712,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,DPP6,protein_coding,Both
9713,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,CTRB2,protein_coding,Both
9714,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,EMB,protein_coding,Both
9715,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,JAZF1,protein_coding,Both
9716,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,RUFY1,protein_coding,Both
9717,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,THSD7A,protein_coding,Both
9718,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAM41C,lncRNA,Both
9719,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,FAM167A-AS1,lncRNA,Both
9720,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,LRWD1,protein_coding,Both
9721,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MTERF2,protein_coding,Both
9722,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,BEND7,protein_coding,Both
9723,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,SLC29A4,protein_coding,Both
9724,Gonad,Fetal gonad,Oogenesis phase fetal germ cell,Oogenesis phase fetal germ cell,Germline,Germ cell,Oogenic germ cell,Normal cell,MCTP2,protein_coding,Both
