,source,target
17835,Neutrophil,CTSG
17836,Neutrophil,CXCL1
17837,Neutrophil,CXCL8
17838,Neutrophil,CXCL8
17839,Neutrophil,CXCR1
17840,Neutrophil,CXCR1
17841,Neutrophil,CXCR2
17842,Neutrophil,CXCR2
17843,Neutrophil,CXCR2
17844,Neutrophil,CXCR2
17845,Neutrophil,CXCR3
17846,Neutrophil,CXCR4
17847,Neutrophil,DEFA4
17848,Neutrophil,DGAT2
17849,Neutrophil,DRC1
17850,Neutrophil,ELANE
17851,Neutrophil,ENPP3
17852,Neutrophil,FCAR
17853,Neutrophil,FCAR
17854,Neutrophil,FCGR1A
17855,Neutrophil,FCGR3A
17856,Neutrophil,FCGR3A
17857,Neutrophil,FCGR3A
17858,Neutrophil,FCGR3A
17859,Neutrophil,FCGR3A
17860,Neutrophil,FCGR3B
17861,Neutrophil,FCGR3B
17862,Neutrophil,FCGR3B
17863,Neutrophil,FCGR3B
17864,Neutrophil,FCGR3B
17865,Neutrophil,FOS
17866,Neutrophil,FPR1
17867,Neutrophil,FPR1
17868,Neutrophil,FPR1
17869,Neutrophil,FPR2
17870,Neutrophil,FTL
17871,Neutrophil,FUT4
17872,Neutrophil,FUT4
17873,Neutrophil,FUT4
17874,Neutrophil,FUT4
17875,Neutrophil,G0S2
17876,Neutrophil,G0S2
17877,Neutrophil,GCA
17878,Neutrophil,GCA
17879,Neutrophil,GYPA
17880,Neutrophil,HCAR2
17881,Neutrophil,HCAR3
17882,Neutrophil,HLA-A
17883,Neutrophil,HLA-B
17884,Neutrophil,HLA-C
17885,Neutrophil,IFITM2
17886,Neutrophil,IFITM2
17887,Neutrophil,IGSF6
17888,Neutrophil,IL1R2
17889,Neutrophil,IL1R2
17890,Neutrophil,IL1RN
17891,Neutrophil,IL3RA
17892,Neutrophil,IL3RA
17893,Neutrophil,IL7R
17894,Neutrophil,ITGA2B
17895,Neutrophil,ITGAL
17896,Neutrophil,ITGAM
17897,Neutrophil,KCNJ15
17898,Neutrophil,KIT
17899,Neutrophil,KRT23
17900,Neutrophil,LCN2
17901,Neutrophil,LCN2
17902,Neutrophil,LINC00211
17903,Neutrophil,LINC01506
17904,Neutrophil,LRG1
17905,Neutrophil,LST1
17906,Neutrophil,LST1
17907,Neutrophil,LTF
17908,Neutrophil,LUCAT1
17909,Neutrophil,LYZ
17910,Neutrophil,MCEMP1
17911,Neutrophil,MME
17912,Neutrophil,MME
17913,Neutrophil,MME
17914,Neutrophil,MME
17915,Neutrophil,MMP9
17916,Neutrophil,MNDA
17917,Neutrophil,MNDA
17918,Neutrophil,MPO
17919,Neutrophil,MS4A1
17920,Neutrophil,MSRB1
17921,Neutrophil,MXD1
17922,Neutrophil,NAMPT
17923,Neutrophil,NAMPT
17924,Neutrophil,NCAM1
17925,Neutrophil,NCF1
17926,Neutrophil,NFE4
17927,Neutrophil,NFE4
17928,Neutrophil,NRP1
17929,Neutrophil,ORM1
17930,Neutrophil,ORM1
17931,Neutrophil,OSM
17932,Neutrophil,PADI4
17933,Neutrophil,PDCD1
17934,Neutrophil,PELATON
17935,Neutrophil,PELI1
17936,Neutrophil,PGLYRP1
17937,Neutrophil,PGLYRP1
17938,Neutrophil,PHOSPHO1
17939,Neutrophil,PI3
17940,Neutrophil,PLAUR
17941,Neutrophil,PROK2
17942,Neutrophil,PROK2
17943,Neutrophil,PRTN3
17944,Neutrophil,PTGS2
17945,Neutrophil,PTGS2
17946,Neutrophil,PTPRC
17947,Neutrophil,PTPRC
17948,Neutrophil,PTPRC
17949,Neutrophil,QPCT
17950,Neutrophil,QPCT
17951,Neutrophil,RGS2
17952,Neutrophil,RGS2
17953,Neutrophil,ROPN1L
17954,Neutrophil,S100A11
17955,Neutrophil,S100A11
17956,Neutrophil,S100A12
17957,Neutrophil,S100A12
17958,Neutrophil,S100A8
17959,Neutrophil,S100A8
17960,Neutrophil,S100A9
17961,Neutrophil,S100A9
17962,Neutrophil,S100P
17963,Neutrophil,S100P
17964,Neutrophil,SAT1
17965,Neutrophil,SDCBP
17966,Neutrophil,SELL
17967,Neutrophil,SELL
17968,Neutrophil,SELL
17969,Neutrophil,SELL
17970,Neutrophil,SLC25A37
17971,Neutrophil,SOD2
17972,Neutrophil,SOD2
17973,Neutrophil,SPN
17974,Neutrophil,ST20
17975,Neutrophil,TFRC
17976,Neutrophil,TGM3
17977,Neutrophil,TNFAIP6
17978,Neutrophil,TNFAIP6
17979,Neutrophil,TNFRSF10C
17980,Neutrophil,TREM1
17981,Neutrophil,TYROBP
17982,Neutrophil,USP10
17983,Neutrophil,USP10
17984,Neutrophil,VNN2
17985,Neutrophil,CSF3R
17986,Neutrophil,CXCR2
17987,Neutrophil,AZU1
17988,Neutrophil,CAMP
17989,Neutrophil,LCN2
17990,Neutrophil,LTF
17991,Neutrophil,MPO
17992,Neutrophil,MPO
17993,Neutrophil,CEACAM8
17994,Neutrophil,CEACAM8
17995,Neutrophil,CD63
17996,Neutrophil,CD81
17997,Neutrophil,CEACAM8
17998,Neutrophil,FUT4
17999,Neutrophil,SPN
18000,Nonhematopoietic heteroploid cell,PTPRC
18001,Renal cell,BAP1
18002,Renal cell,CDKN2A
18003,Renal cell,CDKN2B
18004,Renal cell,COL4A1
18005,Renal cell,COL4A2
18006,Renal cell,FLCN
18007,Renal cell,LAMA5
18008,Renal cell,LAMB1
18009,Renal cell,LAMB2
18010,Renal cell,LAMC1
18011,Renal cell,VHL
18012,Oligodendrocyte precursor cell,PDGFRA
18013,Oocyte,ABCA5
18014,Oocyte,ABCC4
18015,Oocyte,ABI3BP
18016,Oocyte,AK9
18017,Oocyte,AMPD3
18018,Oocyte,ANKRA2
18019,Oocyte,ARV1
18020,Oocyte,C5orf22
18021,Oocyte,C5orf34
18022,Oocyte,CARMIL1
18023,Oocyte,CENPE
18024,Oocyte,CEP78
18025,Oocyte,CHIC1
18026,Oocyte,CLSTN2
18027,Oocyte,CNN3
18028,Oocyte,CREB1
18029,Oocyte,DAW1
18030,Oocyte,DCLRE1A
18031,Oocyte,DCUN1D5
18032,Oocyte,DDX4
18033,Oocyte,DEPDC7
18034,Oocyte,DHX32
18035,Oocyte,DNAJC3
18036,Oocyte,DUSP19
18037,Oocyte,DYNC2H1
18038,Oocyte,EIF4A2
18039,Oocyte,EPB41L5
18040,Oocyte,FBXO43
18041,Oocyte,GGCT
18042,Oocyte,GNPDA2
18043,Oocyte,GOPC
18044,Oocyte,GRM8
18045,Oocyte,GRTP1
18046,Oocyte,HOOK1
18047,Oocyte,HOOK2
18048,Oocyte,HPF1
18049,Oocyte,IGSF11
18050,Oocyte,IRAG2
18051,Oocyte,ITGAE
18052,Oocyte,ITGB3BP
18053,Oocyte,KIAA0825
18054,Oocyte,KIF15
18055,Oocyte,LAMB1
18056,Oocyte,LANCL1
18057,Oocyte,LMO3
18058,Oocyte,LONRF1
18059,Oocyte,LRCH1
18060,Oocyte,LRRC49
18061,Oocyte,MAL2
18062,Oocyte,MCCC2
18063,Oocyte,MCTP2
18064,Oocyte,MEAF6
18065,Oocyte,MEST
18066,Oocyte,METTL21A
18067,Oocyte,METTL9
18068,Oocyte,MFAP3L
18069,Oocyte,MOB1A
18070,Oocyte,MOB4
18071,Oocyte,MTERF3
18072,Oocyte,NARS2
18073,Oocyte,NID2
18074,Oocyte,NLRP5
18075,Oocyte,NLRP9
18076,Oocyte,NUP133
18077,Oocyte,NUP37
18078,Oocyte,PAN2
18079,Oocyte,PAPSS1
18080,Oocyte,PCMTD1
18081,Oocyte,PER3
18082,Oocyte,POLB
18083,Oocyte,PPM1A
18084,Oocyte,PSMA2
18085,Oocyte,PTPRK
18086,Oocyte,RAI14
18087,Oocyte,RAPGEF6
18088,Oocyte,REXO2
18089,Oocyte,RFESD
18090,Oocyte,RHOT1
18091,Oocyte,RPIA
18092,Oocyte,SHE
18093,Oocyte,SKP1
18094,Oocyte,SNX25
18095,Oocyte,SP2
18096,Oocyte,SPIRE1
18097,Oocyte,SUGCT
18098,Oocyte,TAPT1
18099,Oocyte,TDRD6
18100,Oocyte,TENT2
18101,Oocyte,TFG
18102,Oocyte,THOC7
18103,Oocyte,TIFA
18104,Oocyte,TMCC1
18105,Oocyte,TMEM131
18106,Oocyte,TRAK1
18107,Oocyte,TSPAN7
18108,Oocyte,UBE2U
18109,Oocyte,WASF3
18110,Oocyte,ZC3H7A
18111,Oocyte,ZC3H8
18112,Oocyte,ZNF407
18113,Oogenesis phase fetal germ cell,AAK1
18114,Oogenesis phase fetal germ cell,ABCB4
18115,Oogenesis phase fetal germ cell,ABCC1
18116,Oogenesis phase fetal germ cell,ABCC4
18117,Oogenesis phase fetal germ cell,ABCD3
18118,Oogenesis phase fetal germ cell,ABHD12B
18119,Oogenesis phase fetal germ cell,ABHD2
18120,Oogenesis phase fetal germ cell,ABLIM1
18121,Oogenesis phase fetal germ cell,ABLIM2
18122,Oogenesis phase fetal germ cell,ACAT1
18123,Oogenesis phase fetal germ cell,ACE2
18124,Oogenesis phase fetal germ cell,ACO1
18125,Oogenesis phase fetal germ cell,ACOT2
18126,Oogenesis phase fetal germ cell,ACOT4
18127,Oogenesis phase fetal germ cell,ACTL8
18128,Oogenesis phase fetal germ cell,ACYP2
18129,Oogenesis phase fetal germ cell,ADA
18130,Oogenesis phase fetal germ cell,ADAD1
18131,Oogenesis phase fetal germ cell,ADAMTS17
18132,Oogenesis phase fetal germ cell,ADARB2
18133,Oogenesis phase fetal germ cell,ADCY5
18134,Oogenesis phase fetal germ cell,ADCY9
18135,Oogenesis phase fetal germ cell,ADGRG6
18136,Oogenesis phase fetal germ cell,ADI1
18137,Oogenesis phase fetal germ cell,ADSS2
18138,Oogenesis phase fetal germ cell,AFAP1-AS1
18139,Oogenesis phase fetal germ cell,AFF1
18140,Oogenesis phase fetal germ cell,AGGF1
18141,Oogenesis phase fetal germ cell,AGO2
18142,Oogenesis phase fetal germ cell,AGTRAP
18143,Oogenesis phase fetal germ cell,AK1
18144,Oogenesis phase fetal germ cell,AKR1B1
18145,Oogenesis phase fetal germ cell,AKT3
18146,Oogenesis phase fetal germ cell,ALDH1A2
18147,Oogenesis phase fetal germ cell,ALDH5A1
18148,Oogenesis phase fetal germ cell,ALKBH2
18149,Oogenesis phase fetal germ cell,AMBP
18150,Oogenesis phase fetal germ cell,AMOT
18151,Oogenesis phase fetal germ cell,ANK3
18152,Oogenesis phase fetal germ cell,ANKRD45
18153,Oogenesis phase fetal germ cell,ANKRD46
18154,Oogenesis phase fetal germ cell,ANKS4B
18155,Oogenesis phase fetal germ cell,ANO10
18156,Oogenesis phase fetal germ cell,ANXA11
18157,Oogenesis phase fetal germ cell,ANXA7
18158,Oogenesis phase fetal germ cell,APBA1
18159,Oogenesis phase fetal germ cell,ARAP2
18160,Oogenesis phase fetal germ cell,ARFIP2
18161,Oogenesis phase fetal germ cell,ARG2
18162,Oogenesis phase fetal germ cell,ARHGAP10
18163,Oogenesis phase fetal germ cell,ARHGAP15
18164,Oogenesis phase fetal germ cell,ARHGAP18
18165,Oogenesis phase fetal germ cell,ARHGAP45
18166,Oogenesis phase fetal germ cell,ARHGEF33
18167,Oogenesis phase fetal germ cell,ARID4A
18168,Oogenesis phase fetal germ cell,ARL6IP4
18169,Oogenesis phase fetal germ cell,ARMC1
18170,Oogenesis phase fetal germ cell,ARMC2
18171,Oogenesis phase fetal germ cell,ARMC8
18172,Oogenesis phase fetal germ cell,ASGR2
18173,Oogenesis phase fetal germ cell,ASPH
18174,Oogenesis phase fetal germ cell,ATAD3C
18175,Oogenesis phase fetal germ cell,ATG7
18176,Oogenesis phase fetal germ cell,ATP2C2
18177,Oogenesis phase fetal germ cell,ATP6AP1L
18178,Oogenesis phase fetal germ cell,ATP6V1C1
18179,Oogenesis phase fetal germ cell,ATP9A
18180,Oogenesis phase fetal germ cell,ATXN7
18181,Oogenesis phase fetal germ cell,AURKC
18182,Oogenesis phase fetal germ cell,AVEN
18183,Oogenesis phase fetal germ cell,B3GALNT1
18184,Oogenesis phase fetal germ cell,B3GNT2
18185,Oogenesis phase fetal germ cell,B3GNT4
18186,Oogenesis phase fetal germ cell,B4GALT6
18187,Oogenesis phase fetal germ cell,BAALC
18188,Oogenesis phase fetal germ cell,BAIAP2
18189,Oogenesis phase fetal germ cell,BAIAP2L1
18190,Oogenesis phase fetal germ cell,BAZ1A
18191,Oogenesis phase fetal germ cell,BBOX1-AS1
18192,Oogenesis phase fetal germ cell,BBS9
18193,Oogenesis phase fetal germ cell,BCAR4
18194,Oogenesis phase fetal germ cell,BCAS1
18195,Oogenesis phase fetal germ cell,BCAS2
18196,Oogenesis phase fetal germ cell,BCO1
18197,Oogenesis phase fetal germ cell,BEND7
18198,Oogenesis phase fetal germ cell,BIN3
18199,Oogenesis phase fetal germ cell,BLOC1S6
18200,Oogenesis phase fetal germ cell,BMP2K
18201,Oogenesis phase fetal germ cell,BMPR1A
18202,Oogenesis phase fetal germ cell,BOK
18203,Oogenesis phase fetal germ cell,BPGM
18204,Oogenesis phase fetal germ cell,BRDT
18205,Oogenesis phase fetal germ cell,BRI3
18206,Oogenesis phase fetal germ cell,BRMS1
18207,Oogenesis phase fetal germ cell,BTBD11
18208,Oogenesis phase fetal germ cell,BTG4
18209,Oogenesis phase fetal germ cell,C12orf76
18210,Oogenesis phase fetal germ cell,C15orf48
18211,Oogenesis phase fetal germ cell,C16orf74
18212,Oogenesis phase fetal germ cell,C19orf38
18213,Oogenesis phase fetal germ cell,C1orf220
18214,Oogenesis phase fetal germ cell,C1orf56
18215,Oogenesis phase fetal germ cell,C1S
18216,Oogenesis phase fetal germ cell,C20orf96
18217,Oogenesis phase fetal germ cell,C3orf33
18218,Oogenesis phase fetal germ cell,C3orf56
18219,Oogenesis phase fetal germ cell,C3orf70
18220,Oogenesis phase fetal germ cell,C4orf47
18221,Oogenesis phase fetal germ cell,C5
18222,Oogenesis phase fetal germ cell,C6orf52
18223,Oogenesis phase fetal germ cell,CA12
18224,Oogenesis phase fetal germ cell,CABLES1
18225,Oogenesis phase fetal germ cell,CABYR
18226,Oogenesis phase fetal germ cell,CACNA1D
18227,Oogenesis phase fetal germ cell,CACNA2D1
18228,Oogenesis phase fetal germ cell,CADM1
18229,Oogenesis phase fetal germ cell,CADPS2
18230,Oogenesis phase fetal germ cell,CALB2
18231,Oogenesis phase fetal germ cell,CALN1
18232,Oogenesis phase fetal germ cell,CAND2
18233,Oogenesis phase fetal germ cell,CAPN12
18234,Oogenesis phase fetal germ cell,CAPRIN2
18235,Oogenesis phase fetal germ cell,CAPZA2
18236,Oogenesis phase fetal germ cell,CAST
18237,Oogenesis phase fetal germ cell,CATSPERD
18238,Oogenesis phase fetal germ cell,CBFA2T3
18239,Oogenesis phase fetal germ cell,CBR1
18240,Oogenesis phase fetal germ cell,CBY2
18241,Oogenesis phase fetal germ cell,CCBE1
18242,Oogenesis phase fetal germ cell,CCDC110
18243,Oogenesis phase fetal germ cell,CCDC42
18244,Oogenesis phase fetal germ cell,CCDC50
18245,Oogenesis phase fetal germ cell,CCDC6
18246,Oogenesis phase fetal germ cell,CCDC85C
18247,Oogenesis phase fetal germ cell,CCDC88C
18248,Oogenesis phase fetal germ cell,CCM2L
18249,Oogenesis phase fetal germ cell,CCNH
18250,Oogenesis phase fetal germ cell,CCNI
18251,Oogenesis phase fetal germ cell,CCNI2
18252,Oogenesis phase fetal germ cell,CCNP
18253,Oogenesis phase fetal germ cell,CCZ1
18254,Oogenesis phase fetal germ cell,CD36
18255,Oogenesis phase fetal germ cell,CD59
18256,Oogenesis phase fetal germ cell,CD82
18257,Oogenesis phase fetal germ cell,CDC42
18258,Oogenesis phase fetal germ cell,CDH1
18259,Oogenesis phase fetal germ cell,CDH17
18260,Oogenesis phase fetal germ cell,CDIP1
18261,Oogenesis phase fetal germ cell,CDKN1B
18262,Oogenesis phase fetal germ cell,CELF2
18263,Oogenesis phase fetal germ cell,CELSR1
18264,Oogenesis phase fetal germ cell,CEMIP2
18265,Oogenesis phase fetal germ cell,CFAP206
18266,Oogenesis phase fetal germ cell,CFAP418-AS1
18267,Oogenesis phase fetal germ cell,CFAP58
18268,Oogenesis phase fetal germ cell,CFD
18269,Oogenesis phase fetal germ cell,CFL2
18270,Oogenesis phase fetal germ cell,CHD7
18271,Oogenesis phase fetal germ cell,CHN2
18272,Oogenesis phase fetal germ cell,CHORDC1
18273,Oogenesis phase fetal germ cell,CHRNA3
18274,Oogenesis phase fetal germ cell,CHRNA7
18275,Oogenesis phase fetal germ cell,CHRNE
18276,Oogenesis phase fetal germ cell,CKAP4
18277,Oogenesis phase fetal germ cell,CLEC16A
18278,Oogenesis phase fetal germ cell,CLEC4C
18279,Oogenesis phase fetal germ cell,CLIP4
18280,Oogenesis phase fetal germ cell,CLOCK
18281,Oogenesis phase fetal germ cell,CLUH
18282,Oogenesis phase fetal germ cell,CMC4
18283,Oogenesis phase fetal germ cell,CMPK1
18284,Oogenesis phase fetal germ cell,CNN3
18285,Oogenesis phase fetal germ cell,CNOT11
18286,Oogenesis phase fetal germ cell,CNRIP1
18287,Oogenesis phase fetal germ cell,CNTN4
18288,Oogenesis phase fetal germ cell,CNTNAP2
18289,Oogenesis phase fetal germ cell,COBLL1
18290,Oogenesis phase fetal germ cell,COCH
18291,Oogenesis phase fetal germ cell,COG5
18292,Oogenesis phase fetal germ cell,COL6A6
18293,Oogenesis phase fetal germ cell,COLEC11
18294,Oogenesis phase fetal germ cell,COMMD2
18295,Oogenesis phase fetal germ cell,COMMD7
18296,Oogenesis phase fetal germ cell,COX4I2
18297,Oogenesis phase fetal germ cell,COX7A2L
18298,Oogenesis phase fetal germ cell,COX8C
18299,Oogenesis phase fetal germ cell,CPNE4
18300,Oogenesis phase fetal germ cell,CPT1C
18301,Oogenesis phase fetal germ cell,CRBN
18302,Oogenesis phase fetal germ cell,CRISPLD1
18303,Oogenesis phase fetal germ cell,CRISPLD2
18304,Oogenesis phase fetal germ cell,CRPPA
18305,Oogenesis phase fetal germ cell,CRYBG1
18306,Oogenesis phase fetal germ cell,CRYZ
18307,Oogenesis phase fetal germ cell,CSF1R
18308,Oogenesis phase fetal germ cell,CSGALNACT1
18309,Oogenesis phase fetal germ cell,CSNK2B
18310,Oogenesis phase fetal germ cell,CSRP2
18311,Oogenesis phase fetal germ cell,CTRB2
18312,Oogenesis phase fetal germ cell,CTSB
18313,Oogenesis phase fetal germ cell,CTSF
18314,Oogenesis phase fetal germ cell,CTSH
18315,Oogenesis phase fetal germ cell,CTSW
18316,Oogenesis phase fetal germ cell,CUL4B
18317,Oogenesis phase fetal germ cell,CUL5
18318,Oogenesis phase fetal germ cell,CUX1
18319,Oogenesis phase fetal germ cell,CUX2
18320,Oogenesis phase fetal germ cell,CYFIP2
18321,Oogenesis phase fetal germ cell,CYSTM1
18322,Oogenesis phase fetal germ cell,CYTH3
18323,Oogenesis phase fetal germ cell,DAAM1
18324,Oogenesis phase fetal germ cell,DCDC2
18325,Oogenesis phase fetal germ cell,DCT
18326,Oogenesis phase fetal germ cell,DDX59
18327,Oogenesis phase fetal germ cell,DEDD
18328,Oogenesis phase fetal germ cell,DEGS2
18329,Oogenesis phase fetal germ cell,DENND11
18330,Oogenesis phase fetal germ cell,DENND5B
18331,Oogenesis phase fetal germ cell,DGKB
18332,Oogenesis phase fetal germ cell,DGUOK-AS1
18333,Oogenesis phase fetal germ cell,DHX58
18334,Oogenesis phase fetal germ cell,DIAPH3
18335,Oogenesis phase fetal germ cell,DIP2C
18336,Oogenesis phase fetal germ cell,DISC1
18337,Oogenesis phase fetal germ cell,DNAH10
18338,Oogenesis phase fetal germ cell,DNAH11
18339,Oogenesis phase fetal germ cell,DNAH12
18340,Oogenesis phase fetal germ cell,DNAH17
18341,Oogenesis phase fetal germ cell,DNAH3
18342,Oogenesis phase fetal germ cell,DNAH7
18343,Oogenesis phase fetal germ cell,DNAH9
18344,Oogenesis phase fetal germ cell,DNAJB13
18345,Oogenesis phase fetal germ cell,DNAJC10
18346,Oogenesis phase fetal germ cell,DNAJC3-DT
18347,Oogenesis phase fetal germ cell,DPP6
18348,Oogenesis phase fetal germ cell,DPPA3
18349,Oogenesis phase fetal germ cell,DUSP22
18350,Oogenesis phase fetal germ cell,DUSP23
18351,Oogenesis phase fetal germ cell,DYSF
18352,Oogenesis phase fetal germ cell,EAF1
18353,Oogenesis phase fetal germ cell,ECHDC1
18354,Oogenesis phase fetal germ cell,EEF2K
18355,Oogenesis phase fetal germ cell,EFCAB10
18356,Oogenesis phase fetal germ cell,EHMT2
18357,Oogenesis phase fetal germ cell,EI24
18358,Oogenesis phase fetal germ cell,EIF4ENIF1
18359,Oogenesis phase fetal germ cell,EIPR1
18360,Oogenesis phase fetal germ cell,ELAVL2
18361,Oogenesis phase fetal germ cell,ELL2
18362,Oogenesis phase fetal germ cell,ELOF1
18363,Oogenesis phase fetal germ cell,ELOVL4
18364,Oogenesis phase fetal germ cell,EMB
18365,Oogenesis phase fetal germ cell,EMILIN2
18366,Oogenesis phase fetal germ cell,EML6
18367,Oogenesis phase fetal germ cell,ENAH
18368,Oogenesis phase fetal germ cell,ENTPD4
18369,Oogenesis phase fetal germ cell,EPB41L3
18370,Oogenesis phase fetal germ cell,EPHX1
18371,Oogenesis phase fetal germ cell,EPN1
18372,Oogenesis phase fetal germ cell,EPS8
18373,Oogenesis phase fetal germ cell,EPSTI1
18374,Oogenesis phase fetal germ cell,ERBB4
18375,Oogenesis phase fetal germ cell,ERICH5
18376,Oogenesis phase fetal germ cell,ERO1B
18377,Oogenesis phase fetal germ cell,ESR2
18378,Oogenesis phase fetal germ cell,ESRP1
18379,Oogenesis phase fetal germ cell,ESYT3
18380,Oogenesis phase fetal germ cell,ETFA
18381,Oogenesis phase fetal germ cell,ETFRF1
18382,Oogenesis phase fetal germ cell,EXOC3
18383,Oogenesis phase fetal germ cell,EYA2
18384,Oogenesis phase fetal germ cell,EZR
18385,Oogenesis phase fetal germ cell,F2
18386,Oogenesis phase fetal germ cell,FA2H
18387,Oogenesis phase fetal germ cell,FAM13A
18388,Oogenesis phase fetal germ cell,FAM149A
18389,Oogenesis phase fetal germ cell,FAM167A-AS1
18390,Oogenesis phase fetal germ cell,FAM178B
18391,Oogenesis phase fetal germ cell,FAM184B
18392,Oogenesis phase fetal germ cell,FAM189A1
18393,Oogenesis phase fetal germ cell,FAM220A
18394,Oogenesis phase fetal germ cell,FAM227A
18395,Oogenesis phase fetal germ cell,FAM227B
18396,Oogenesis phase fetal germ cell,FAM228A
18397,Oogenesis phase fetal germ cell,FAM41C
18398,Oogenesis phase fetal germ cell,FAM53B
18399,Oogenesis phase fetal germ cell,FANK1
18400,Oogenesis phase fetal germ cell,FAR2
18401,Oogenesis phase fetal germ cell,FARP1
18402,Oogenesis phase fetal germ cell,FAT2
18403,Oogenesis phase fetal germ cell,FBLN2
18404,Oogenesis phase fetal germ cell,FBLN7
