,source,target
1164,B cell,ZNF581
1165,B cell,ZNF791
1166,B cell,ZNF860
1167,B cell,ZNF860
1168,B cell,ZNF90
1169,B cell,ZNF92
1170,B cell,CD19
1171,B cell,MS4A1
1172,B cell,CD27
1173,B cell,MS4A1
1174,B cell,SPN
1175,B cell,CD19
1176,B cell,CD19
1177,B cell,CD24
1178,B cell,CD38
1179,B cell,CD5
1180,B cell,MS4A1
1181,B cell,CD19
1182,B cell,PRSS3
1183,B cell,CD19
1184,B cell,CD27
1185,B cell,MS4A1
1186,B cell,CD24
1187,B cell,CD38
1188,B cell,FCER2
1189,B cell,CD19
1190,B cell,CD19
1191,B cell,CD27
1192,B cell,CD27
1193,B cell,ITGB6
1194,B cell,CD38
1195,B cell,MKI67
1196,B cell,MZB1
1197,B cell,CD19
1198,B cell,CD27
1199,B cell,MS4A1
1200,B cell,CD19
1201,B cell,CD27
1202,B cell,HK2
1203,B cell,MS4A1
1204,B cell,NEIL1
1205,B cell,BSG
1206,B cell,BSG
1208,B cell,BSG
1209,B cell,CD19
1210,B cell,CD19
1212,B cell,CD19
1213,B cell,CD38
1214,B cell,CD38
1216,B cell,CD38
1217,B cell,CD27
1218,B cell,LOC102723407
1219,B cell,MS4A1
1220,B cell,CD27
1221,B cell,MS4A1
1222,B cell,CD27
1223,B cell,CD27
1224,B cell,MS4A1
1225,B cell,CD19
1226,B cell,CD27
1227,B cell,MS4A1
1228,B cell,CD19
1229,B cell,CD24
1230,B cell,CD38
1231,B cell,CD38
1232,B cell,CD5
1233,B cell,CD74
1234,B cell,CD79A
1235,B cell,CD83
1236,B cell,FCER2
1237,B cell,HLA-DPB1
1238,B cell,HLA-DRA
1239,B cell,HLA-DRB1
1240,B cell,MME
1241,B cell,CD19
1242,B cell,CD24
1243,B cell,CD38
1244,B cell,CD27
1245,B cell,IGHD
1246,B cell,UMOD
1247,B cell,CD19
1248,B cell,CD27
1249,B cell,CD27
1250,B cell,MS4A1
1251,B cell,CD19
1252,B cell,CD37
1253,B cell,CD74
1254,B cell,CD79A
1255,B cell,HLA-DRA
1256,B cell,IGHM
1257,B cell,IL2RA
1258,B cell,LYN
1259,B cell,CD38
1260,B cell,FCER2
1261,B cell,AIM2
1262,B cell,AIM2
1263,B cell,AQP5
1264,B cell,ARID1A
1265,B cell,CD19
1266,B cell,CD19
1267,B cell,CD22
1268,B cell,CD24
1269,B cell,CD27
1270,B cell,CD27
1271,B cell,CD27
1272,B cell,CD38
1273,B cell,CD70
1274,B cell,CD79A
1275,B cell,CD86
1276,B cell,CLECL1
1277,B cell,CR2
1278,B cell,CR2
1279,B cell,CXCR3
1280,B cell,EBI3
1281,B cell,FAS
1282,B cell,IGHA1
1283,B cell,IGHG1
1284,B cell,JCHAIN
1285,B cell,KIF16B
1286,B cell,KIR2DL1
1287,B cell,KLF10
1288,B cell,KLK1
1289,B cell,MS4A1
1290,B cell,MS4A1
1291,B cell,MS4A1
1292,B cell,MS4A1
1293,B cell,NEDD4L
1294,B cell,QPCT
1295,B cell,SMAD4
1296,B cell,TCF7
1297,B cell,TFEC
1298,B cell,TSC2
1299,B cell,ZBTB32
1300,B cell,CD27
1301,B cell,APLP2
1302,B cell,BCL7A
1303,B cell,CD19
1304,B cell,CD19
1305,B cell,CD24
1306,B cell,CD27
1307,B cell,CD27
1308,B cell,CD27
1309,B cell,CD38
1310,B cell,CD38
1311,B cell,CD79A
1312,B cell,CD79A
1313,B cell,CXCR4
1314,B cell,FCER2
1315,B cell,FCER2
1316,B cell,GCNT1
1317,B cell,HOXB2
1318,B cell,IGHD
1319,B cell,IGHD
1320,B cell,IGHD
1321,B cell,IGHD
1322,B cell,IGHM
1323,B cell,IGHM
1324,B cell,IL21R
1325,B cell,IL4R
1326,B cell,IL4R
1327,B cell,IL4R
1328,B cell,MS4A1
1329,B cell,MS4A1
1330,B cell,MS4A1
1331,B cell,PAX5
1332,B cell,PCDH9
1333,B cell,PLPP5
1334,B cell,SATB1
1335,B cell,SELL
1336,B cell,SEMA4A
1337,B cell,TCL1A
1338,B cell,TCL1A
1339,B cell,TCL1A
1340,B cell,TCL1A
1341,B cell,TCL1B
1342,B cell,YBX3
1343,B cell,CD38
1344,B cell,CD19
1345,B cell,CD27
1346,B cell,CD27
1347,B cell,CD19
1348,B cell,CD19
1349,B cell,CD27
1350,B cell,CD27
1351,B cell,CCR6
1352,B cell,CD19
1353,B cell,CD19
1354,B cell,CXCR5
1355,B cell,CD19
1356,B cell,CD27
1357,B cell,CD38
1358,B cell,LTBP4
1359,B cell,CD19
1360,B cell,CD19
1361,B cell,CD19
1362,B cell,CD24
1363,B cell,CD24
1364,B cell,CD27
1365,B cell,CD27
1366,B cell,CD38
1367,B cell,IL10
1368,B cell,IL10
1369,B cell,IL2RA
1370,B cell,TFRC
1371,B cell,CD19
1372,B cell,CD27
1373,B cell,CD27
1374,B cell,CR2
1375,B cell,CR2
1376,B cell,CD19
1377,B cell,CD24
1378,B cell,CD38
1379,B cell,CD19
1380,B cell,CD27
1381,B cell,CD27
1382,B cell,CD19
1383,B cell,CD19
1384,B cell,CD27
1385,B cell,CD27
1386,B cell,CD27
1387,B cell,CD38
1388,B cell,SLC12A1
1389,B cell,UMOD
1390,B cell,CD27
1391,B cell,CR2
1392,B cell,FCRL4
1393,B cell,CD19
1394,B cell,CD19
1395,B cell,CD24
1396,B cell,CD24
1397,B cell,CD27
1398,B cell,CD38
1399,B cell,CD38
1400,B cell,CD5
1401,B cell,MS4A1
1402,B cell,MS4A1
1403,B cell,MS4A1
1404,B cell,CD19
1405,B cell,CD19
1406,B cell,CD27
1407,B cell,CD27
1408,B cell,MS4A1
1409,B-2 cell,CD79A
1410,B-2 cell,IGLC2
1411,Basal epithelial cell,ACTA2
1413,Basal epithelial cell,CD24
1414,Basal epithelial cell,ESR1
1416,Basal epithelial cell,KIT
1417,Basal epithelial cell,KRT14
1418,Basal epithelial cell,KRT14
1420,Basal epithelial cell,KRT17
1421,Basal epithelial cell,KRT5
1423,Basal epithelial cell,MYLK
1424,Basal epithelial cell,PGR
1425,Basal epithelial cell,SNAI2
1430,Basal epithelial cell,ACTA2
1431,Basal epithelial cell,ITGB4
1432,Basal epithelial cell,KRT14
1433,Basal epithelial cell,KRT14
1434,Basal epithelial cell,KRT5
1435,Basal epithelial cell,MYLK
1436,Basal epithelial cell,TP63
1437,Basal epithelial cell,FUT4
1438,Basal epithelial cell,ACTG2
1439,Basal epithelial cell,CD24
1440,Basal epithelial cell,CD44
1441,Basal epithelial cell,ITGA6
1442,Basal epithelial cell,MYLK
1443,Basal epithelial cell,WIF1
1444,Basophil,CCR3
1445,Basophil,CD19
1446,Basophil,CD22
1447,Basophil,CD63
1448,Basophil,CD63
1449,Basophil,CD69
1450,Basophil,CLC
1451,Basophil,CPA3
1452,Basophil,CPA3
1453,Basophil,ENPP3
1454,Basophil,ENPP3
1455,Basophil,ENPP3
1456,Basophil,GATA2
1457,Basophil,IL3RA
1458,Basophil,IL3RA
1459,Basophil,IL3RA
1460,Basophil,MS4A2
1461,Basophil,MS4A2
1462,Basophil,PTPRC
1463,Basophil,SLC18A2
1464,Basophil,SMAD1
1465,Beta cell,BCR
1466,Beta cell,CD38
1467,Beta cell,EPHB2
1468,Beta cell,ERBB2
1469,Beta cell,ERBB3
1470,Beta cell,MUC16
1471,Beta cell,PAX5
1472,Beta cell,PRTN3
1473,Beta cell,STAT3
1474,Beta cell,TSLP
1475,Beta cell,XBP1
1476,Blastomere,ACCSL
1477,Blastomere,ACVR1B
1478,Blastomere,ARHGEF16
1479,Blastomere,ASF1B
1480,Blastomere,BCL2L10
1481,Blastomere,BLCAP
1482,Blastomere,BNIP1
1483,Blastomere,C1orf210
1484,Blastomere,C1orf226
1485,Blastomere,CASC3
1486,Blastomere,CIAPIN1
1487,Blastomere,CLEC10A
1488,Blastomere,CNOT11
1489,Blastomere,DCLK2
1490,Blastomere,DHCR7
1491,Blastomere,DMRTB1
1492,Blastomere,DPF2
1493,Blastomere,DUSP7
1494,Blastomere,FDFT1
1495,Blastomere,FTL
1496,Blastomere,GRB7
1497,Blastomere,GUCD1
1498,Blastomere,H1-8
1499,Blastomere,INTS9
1500,Blastomere,KLF11
1501,Blastomere,KLHDC3
1502,Blastomere,MKNK1
1503,Blastomere,NECAP2
1504,Blastomere,PPIL2
1505,Blastomere,RNF10
1506,Blastomere,SDCCAG8
1507,Blastomere,SHMT2
1508,Blastomere,SKP2
1509,Blastomere,STARD7
1510,Blastomere,STK38
1511,Blastomere,TENT4A
1512,Blastomere,TMEM163
1513,Blastomere,TNFSF13
1514,Blastomere,TRAFD1
1515,Blastomere,TROAP
1516,Blastomere,TUBG1
1517,Blastomere,TUBG2
1518,Blastomere,UNKL
1519,Blastomere,USB1
1520,Blastomere,YPEL1
1521,Blastomere,ZFYVE21
1522,Blastomere,ZSWIM3
1523,Blastomere,ADPGK
1524,Blastomere,AIMP2
1525,Blastomere,ARG2
1526,Blastomere,ARHGAP17
1527,Blastomere,ARIH1
1528,Blastomere,CDCA7L
1529,Blastomere,CNOT6L
1530,Blastomere,CRYBG1
1531,Blastomere,CSDE1
1532,Blastomere,CSRP2
1533,Blastomere,EIF4ENIF1
1534,Blastomere,FAM189A2
1535,Blastomere,FNIP2
1536,Blastomere,GDI2
1537,Blastomere,GEMIN5
1538,Blastomere,GIT2
1539,Blastomere,GNG12
1540,Blastomere,GYG1
1541,Blastomere,NLRP11
1542,Blastomere,NSD2
1543,Blastomere,OSBPL10
1544,Blastomere,RBMX2
1545,Blastomere,RNF38
1546,Blastomere,SIN3A
1547,Blastomere,SLC35D1
1548,Blastomere,TENT5C
1549,Blastomere,TOMM34
1550,Blastomere,TRAF3IP2
1551,Blastomere,TUBB7P
1552,Blastomere,VWA5A
1553,Blastomere,ZBTB39
1554,Blastomere,ZNF652
1555,Blastomere,ZSCAN29
1556,Blastomere,C19orf53
1557,Blastomere,DHX9
1558,Blastomere,DIABLO
1559,Blastomere,EIF1AD
1560,Blastomere,EIF4G1
1561,Blastomere,FAM32A
1562,Blastomere,GTPBP4
1563,Blastomere,HDAC2
1564,Blastomere,ISY1
1565,Blastomere,KDM5B
1566,Blastomere,LBHD1
1567,Blastomere,MED31
1568,Blastomere,SERTAD1
1569,Blastomere,SNU13
1570,Blastomere,SUPT4H1
1571,Blastomere,TBC1D13
1572,Blastomere,YRDC
1573,Blastomere,ZNF280A
1574,Blastomere,ZNRD2
1575,Blastomere,ABHD17C
1576,Blastomere,ADCK1
1577,Blastomere,AGL
1578,Blastomere,AIMP1
1579,Blastomere,AKAP12
1580,Blastomere,ARMT1
1581,Blastomere,ARPC3
1582,Blastomere,ATP1B3
1583,Blastomere,ATP5MK
1584,Blastomere,ATP5PB
1585,Blastomere,BCAT1
1586,Blastomere,BTF3L4
1587,Blastomere,C1orf109
1588,Blastomere,C2orf74
1589,Blastomere,C4orf3
1590,Blastomere,CACHD1
1591,Blastomere,CBX3
1592,Blastomere,CCT5
1593,Blastomere,CCT6A
1594,Blastomere,CFLAR
1595,Blastomere,CHCHD4
1596,Blastomere,CNIH4
1597,Blastomere,COX7B2
1598,Blastomere,CPNE3
1599,Blastomere,CPOX
1600,Blastomere,DAPK1
1601,Blastomere,DENR
1602,Blastomere,DLX5
1603,Blastomere,DNAJC25
1604,Blastomere,DSP
1605,Blastomere,EGFLAM
1606,Blastomere,EIF2S2
1607,Blastomere,F2R
1608,Blastomere,FA2H
1609,Blastomere,FBXO22
1610,Blastomere,GDE1
1611,Blastomere,GDPD1
1612,Blastomere,GJA1
1613,Blastomere,GLUD1
1614,Blastomere,GUF1
1615,Blastomere,GULP1
1616,Blastomere,HACD3
1617,Blastomere,HAVCR1
1618,Blastomere,HDDC2
1619,Blastomere,HPGD
1620,Blastomere,IBTK
1621,Blastomere,IPO5
1622,Blastomere,KAT14
1623,Blastomere,KLF3
1624,Blastomere,KLF4
1625,Blastomere,KLF8
1626,Blastomere,LAMA1
1627,Blastomere,LDHA
1628,Blastomere,LDHB
1629,Blastomere,LRPPRC
1630,Blastomere,LSM3
1631,Blastomere,LSM5
1632,Blastomere,LYPLA1
1633,Blastomere,MBNL3
1634,Blastomere,MREG
1635,Blastomere,MRPL1
1636,Blastomere,MRPL27
1637,Blastomere,MRPS17
1638,Blastomere,MRS2
1639,Blastomere,MTFMT
1640,Blastomere,MTIF2
1641,Blastomere,MTREX
1642,Blastomere,NDC80
1643,Blastomere,NDUFB3
1644,Blastomere,OLR1
1645,Blastomere,PDCL2
1646,Blastomere,PET117
1647,Blastomere,PIN4
1648,Blastomere,PLPP1
1649,Blastomere,PPP2R5A
1650,Blastomere,PRIM1
1651,Blastomere,PROM1
1652,Blastomere,PSMA1
1653,Blastomere,PSMC6
1654,Blastomere,PUM1
1655,Blastomere,RBIS
1656,Blastomere,RELL1
1657,Blastomere,RPL11
1658,Blastomere,RPL17
1659,Blastomere,RPL21
1660,Blastomere,RPL22
1661,Blastomere,RPL23
1662,Blastomere,RPL34
1663,Blastomere,RPL39
1664,Blastomere,RPL39L
1665,Blastomere,RPL7
1666,Blastomere,RPS27A
1667,Blastomere,RRM1
1668,Blastomere,S100A11
1669,Blastomere,SDHD
1670,Blastomere,SERBP1
1671,Blastomere,SLC35B3
1672,Blastomere,SLCO4C1
1673,Blastomere,SPTSSA
1674,Blastomere,SSBP1
1675,Blastomere,TMA7
1676,Blastomere,TMEM33
1677,Blastomere,TRMT10A
1678,Blastomere,TSPAN6
1679,Blastomere,TUBB3
1680,Blastomere,TXN
1681,Blastomere,TXNDC12
1682,Blastomere,UQCRB
1683,Blastomere,UQCRH
1684,Blastomere,WEE1
1685,Blastomere,YIPF4
1686,Blastomere,ZBTB8OS
1687,Breast cancer stem-like cell,CD44
1688,Cancer cell,ABCB5
1689,Cancer cell,ADH1B
1690,Cancer cell,AFP
1691,Cancer cell,AKR1A1
1692,Cancer cell,ALPI
1694,Cancer cell,ARHGAP10
1696,Cancer cell,B3GNT2
1697,Cancer cell,BCAM
1698,Cancer cell,BCL2
1699,Cancer cell,BRCA1
1700,Cancer cell,BRCA2
1701,Cancer cell,BRCA2
1702,Cancer cell,BSG
1703,Cancer cell,C1GALT1C1
1704,Cancer cell,CA9
1705,Cancer cell,CAMK1D
1706,Cancer cell,CCR7
1707,Cancer cell,CD163
1708,Cancer cell,CD24
1709,Cancer cell,CD24
1710,Cancer cell,CD33
1711,Cancer cell,CD36
1712,Cancer cell,CD4
1713,Cancer cell,CD44
1714,Cancer cell,CD68
1715,Cancer cell,CDH1
1716,Cancer cell,CDH1
1717,Cancer cell,CDH5
1718,Cancer cell,CDKN2A
1719,Cancer cell,CEACAM1
1720,Cancer cell,CEACAM5
1721,Cancer cell,CHMP2A
1722,Cancer cell,CHST15
1723,Cancer cell,CNDP2
1724,Cancer cell,COLEC10
1725,Cancer cell,CPNE1
1726,Cancer cell,CRYBB2
1727,Cancer cell,CSPG4
1728,Cancer cell,CTNNA1
1729,Cancer cell,CYP3A4
1730,Cancer cell,CYP3A5
1731,Cancer cell,CYP3A7
1732,Cancer cell,DOCK9
1733,Cancer cell,EDNRA
1735,Cancer cell,ELF3
1736,Cancer cell,ENG
1737,Cancer cell,EPCAM
1738,Cancer cell,EPCAM
1739,Cancer cell,EPCAM
1740,Cancer cell,EPS8L2
1741,Cancer cell,ERBB2
1742,Cancer cell,ERBB2
1743,Cancer cell,ERBB2
1744,Cancer cell,EREG
1745,Cancer cell,ESR1
1746,Cancer cell,FAM177A1
1747,Cancer cell,FAS
1748,Cancer cell,FBXW7
1749,Cancer cell,FKBP4
1750,Cancer cell,FOLH1
1751,Cancer cell,FOLH1
1752,Cancer cell,GATA3
1753,Cancer cell,GNA13
1754,Cancer cell,GOLM1
1755,Cancer cell,HNF1B
1756,Cancer cell,IL3RA
1757,Cancer cell,IL3RA
1758,Cancer cell,ILRUN
1759,Cancer cell,IRF9
1760,Cancer cell,ISG15
1761,Cancer cell,ISLR2
1762,Cancer cell,ITK
1763,Cancer cell,JAG1
1764,Cancer cell,JAK1
1765,Cancer cell,KIN
1766,Cancer cell,KLK3
1767,Cancer cell,KLK3
1768,Cancer cell,KLRF1
1769,Cancer cell,KRAS
1770,Cancer cell,KRT18
1771,Cancer cell,KRT18
1772,Cancer cell,KRT18
1773,Cancer cell,KRT19
1774,Cancer cell,KRT19
1775,Cancer cell,KRT7
1776,Cancer cell,KRT7
1777,Cancer cell,KRT8
1778,Cancer cell,KRT8
1779,Cancer cell,MCAM
1780,Cancer cell,MCL1
1781,Cancer cell,MET
1782,Cancer cell,MITF
1783,Cancer cell,MKI67
1784,Cancer cell,MLANA
1785,Cancer cell,MS4A1
1786,Cancer cell,MUC1
1787,Cancer cell,MUC1
1788,Cancer cell,MUC16
1789,Cancer cell,MUC16
1790,Cancer cell,MUC16
1791,Cancer cell,MYC
1792,Cancer cell,NDUFA4L2
1793,Cancer cell,NGFR
1794,Cancer cell,NKX2-1
1795,Cancer cell,NOTCH1
1796,Cancer cell,NTRK3
1797,Cancer cell,OAS1
1798,Cancer cell,PAX2
1799,Cancer cell,PAX8
1800,Cancer cell,PAX8
1801,Cancer cell,PDCD1
1802,Cancer cell,PDCD6IP
1804,Cancer cell,PHOX2B
1806,Cancer cell,PIK3CA
1807,Cancer cell,PIK3CA
1808,Cancer cell,PIP
1809,Cancer cell,PLEKHA1
1810,Cancer cell,PMEL
1811,Cancer cell,PODXL
1812,Cancer cell,POMC
1813,Cancer cell,PRDM1
1814,Cancer cell,PSD
1815,Cancer cell,PTPRC
1816,Cancer cell,PTPRO
1817,Cancer cell,RIC8A
1818,Cancer cell,RSPO3
1819,Cancer cell,SALL4
1820,Cancer cell,SAMHD1
1821,Cancer cell,SELE
1822,Cancer cell,SELP
1823,Cancer cell,SEMA6A
1824,Cancer cell,SLC17A3
1825,Cancer cell,SLC31A2
1826,Cancer cell,SOX18
1827,Cancer cell,STAT1
1828,Cancer cell,STAT2
1829,Cancer cell,STOM
1830,Cancer cell,SULF2
1831,Cancer cell,SYP
1832,Cancer cell,THSD1
1833,Cancer cell,TLL1
1834,Cancer cell,TMPRSS11D
1835,Cancer cell,TNS2
1836,Cancer cell,TP53
1837,Cancer cell,TPST2
1838,Cancer cell,TRIM63
1839,Cancer cell,TRPS1
1840,Cancer cell,TSHR
1841,Cancer cell,TYR
1843,Cancer cell,UHRF1BP1
1844,Cancer cell,VCAM1
1845,Cancer cell,VIM
1846,Cancer cell,WFDC2
1847,Cancer cell,WFDC2
1848,Cancer cell,WFDC2
1850,Cancer cell,WT1
1851,Cancer cell,WT1
1852,Cancer cell,ZAR1
1853,Cancer cell,CD44
1854,Cancer cell,PROM1
1855,Cancer stem cell,ABCG2
1856,Cancer stem cell,ABCG2
1859,Cancer stem cell,ALCAM
1860,Cancer stem cell,ALCAM
1861,Cancer stem cell,ALCAM
1862,Cancer stem cell,ALCAM
1864,Cancer stem cell,ALDH1A1
1865,Cancer stem cell,ALDH1A1
1866,Cancer stem cell,ALDH1A1
1867,Cancer stem cell,ALDH1A1
1868,Cancer stem cell,ALDH1A1
1869,Cancer stem cell,ALDH1A1
1870,Cancer stem cell,ALDH1A1
1871,Cancer stem cell,ALDH1A1
1872,Cancer stem cell,ALDH1A2
1873,Cancer stem cell,ALDH1A3
1874,Cancer stem cell,ALDH1A3
1875,Cancer stem cell,ALDH2
1876,Cancer stem cell,ALDH6A1
1877,Cancer stem cell,BMI1
1878,Cancer stem cell,BMI1
1880,Cancer stem cell,BST1
1881,Cancer stem cell,CD200
1882,Cancer stem cell,CD200
1883,Cancer stem cell,CD24
1884,Cancer stem cell,CD24
1885,Cancer stem cell,CD24
1887,Cancer stem cell,CD244
1888,Cancer stem cell,CD33
1889,Cancer stem cell,CD34
1890,Cancer stem cell,CD34
1891,Cancer stem cell,CD34
1893,Cancer stem cell,CD44
1894,Cancer stem cell,CD44
1895,Cancer stem cell,CD44
1896,Cancer stem cell,CD44
1897,Cancer stem cell,CD44
1898,Cancer stem cell,CD44
1899,Cancer stem cell,CD44
1900,Cancer stem cell,CD44
1901,Cancer stem cell,CD44
1904,Cancer stem cell,CD44
1905,Cancer stem cell,CD44
1906,Cancer stem cell,CD47
1907,Cancer stem cell,CD7
1908,Cancer stem cell,CD93
1909,Cancer stem cell,CD93
1910,Cancer stem cell,CD96
1911,Cancer stem cell,CLEC12A
1912,Cancer stem cell,CXCL12
1913,Cancer stem cell,CXCR4
1914,Cancer stem cell,CXCR4
1915,Cancer stem cell,CXCR4
1917,Cancer stem cell,DCLK1
1918,Cancer stem cell,DPP4
1919,Cancer stem cell,DPP4
1920,Cancer stem cell,EPCAM
1921,Cancer stem cell,EPCAM
1922,Cancer stem cell,ERBB2
1923,Cancer stem cell,ESR1
1925,Cancer stem cell,FLOT2
1926,Cancer stem cell,FLOT2
1927,Cancer stem cell,FLOT2
1928,Cancer stem cell,FUT4
1929,Cancer stem cell,GLI1
1930,Cancer stem cell,HAVCR2
1933,Cancer stem cell,IL1RAP
1934,Cancer stem cell,IL2RA
1935,Cancer stem cell,IL2RA
1936,Cancer stem cell,IL3RA
1938,Cancer stem cell,ITGA6
1939,Cancer stem cell,ITGA6
1941,Cancer stem cell,ITGA6
1942,Cancer stem cell,ITGB1
1943,Cancer stem cell,ITGB1
1944,Cancer stem cell,ITGB3
1945,Cancer stem cell,ITGB3
1946,Cancer stem cell,KDM1A
1947,Cancer stem cell,KIT
1948,Cancer stem cell,KIT
1949,Cancer stem cell,KIT
1951,Cancer stem cell,KRT17
1955,Cancer stem cell,LGR5
1956,Cancer stem cell,LGR5
1957,Cancer stem cell,LGR5
1959,Cancer stem cell,MET
1960,Cancer stem cell,MME
1961,Cancer stem cell,MYC
1962,Cancer stem cell,MYC
1963,Cancer stem cell,MYD88
1964,Cancer stem cell,NANOG
1965,Cancer stem cell,NANOG
1967,Cancer stem cell,NCAM1
1968,Cancer stem cell,NCAM1
1969,Cancer stem cell,PEG10
1970,Cancer stem cell,PGR
1971,Cancer stem cell,POU5F1
1972,Cancer stem cell,POU5F1
1973,Cancer stem cell,POU5F1
1974,Cancer stem cell,POU5F1
1977,Cancer stem cell,POU5F1
1978,Cancer stem cell,PROCR
1979,Cancer stem cell,PROM1
1980,Cancer stem cell,PROM1
1981,Cancer stem cell,PROM1
1982,Cancer stem cell,PROM1
1983,Cancer stem cell,PROM1
1984,Cancer stem cell,PROM1
1985,Cancer stem cell,PROM1
1986,Cancer stem cell,PROM1
1987,Cancer stem cell,PROM1
1988,Cancer stem cell,PROM1
1989,Cancer stem cell,PROM1
1993,Cancer stem cell,PROM1
1996,Cancer stem cell,SLC22A3
1997,Cancer stem cell,SOX2
1998,Cancer stem cell,SOX2
1999,Cancer stem cell,SOX2
2001,Cancer stem cell,SOX9
2003,Cancer stem cell,TEK
2004,Cancer stem cell,THY1
2005,Cancer stem cell,THY1
2006,Cancer stem cell,THY1
2007,Cancer stem cell,THY1
2008,Cancer stem cell,VEGFA
2009,Cancer stem cell,VIM
2010,Cancer stem-like cell,CXCR4
2011,Cancer stem-like cell,PROM1
2012,Cancer-associated fibroblast,CAV1
2013,Cancer-associated fibroblast,CD74
2014,Cancer-associated fibroblast,CLU
2015,Cancer-associated fibroblast,ACTA2
2016,Cancer-associated fibroblast,COL1A1
2017,Cancer-associated fibroblast,FAP
2018,Cancer-associated fibroblast,FAP
2019,Cancer-associated fibroblast,PDGFRA
2020,Cancer-associated fibroblast,PDGFRB
2021,Cancer-associated fibroblast,PDPN
2022,Cancer-associated fibroblast,THY1
2025,Cancer-associated fibroblast,ITGA5
2026,Cardiac cell,TNNT2
2027,Cardiac progenitor cell,ALCAM
2028,Cardiac progenitor cell,SIRPA
2029,Cardiac progenitor cell,VCAM1
2030,Cardiomyocyte,ACTN2
2031,Cardiomyocyte,ALCAM
2032,Cardiomyocyte,CD3D
2033,Cardiomyocyte,COL1A1
2034,Cardiomyocyte,CSF1R
2035,Cardiomyocyte,DCN
2036,Cardiomyocyte,MEF2C
2037,Cardiomyocyte,MYH6
2038,Cardiomyocyte,MYH7
2039,Cardiomyocyte,MYL2
2040,Cardiomyocyte,MYL4
2041,Cardiomyocyte,MYL7
2042,Cardiomyocyte,MYL7
2043,Cardiomyocyte,NKX2-5
2044,Cardiomyocyte,PECAM1
2045,Cardiomyocyte,SIRPA
2046,Cardiomyocyte,SIRPA
2047,Cardiomyocyte,SOX9
2048,Cardiomyocyte,TNNI3
2049,Cardiomyocyte,TNNI3
2050,Cardiomyocyte,TNNI3
2051,Cardiomyocyte,TNNT2
2052,Cardiomyocyte,TNNT2
2053,Cardiomyocyte,TNNT2
2054,Cardiomyocyte,TNNT2
2055,Cardiomyocyte,TPSAB1
2056,Cardiomyocyte,VCAM1
2057,Cardiomyocyte,VCAM1
2058,Cardiomyocyte,VCAM1
2059,Cardiomyocyte,WT1
2060,Cardiovascular cell,ITGB4
2061,CD4 T cell,CD3E
2062,CD4 T cell,CD4
2063,CD4 T cell,CD4
2064,CD4 T cell,PTPRC
2065,CD4 T cell,CCR7
2066,CD4 T cell,CD27
2067,CD4 T cell,CD28
2068,CD4 T cell,CD3E
2069,CD4 T cell,CD4
2070,CD4 T cell,SELL
2071,CD4 T cell,TCF7
2072,CD4 T cell,FGFBP2
2073,CD4 T cell,CCL3
2074,CD4 T cell,CCL4
2075,CD4 T cell,CD27
2076,CD4 T cell,CD28
2077,CD4 T cell,CD3E
2078,CD4 T cell,CD4
2079,CD4 T cell,GZMB
2080,CD4 T cell,NKG7
2081,CD4 T cell,PRF1
2082,CD4 T cell,CCL5
2083,CD4 T cell,CD27
2084,CD4 T cell,CD28
2085,CD4 T cell,CD3E
2086,CD4 T cell,CD4
2087,CD4 T cell,GZMB
2088,CD4 T cell,NKG7
2089,CD4 T cell,CD3E
2090,CD4 T cell,CD4
2091,CD4 T cell,CTSW
2092,CD4 T cell,CX3CR1
2093,CD4 T cell,GNLY
2094,CD4 T cell,GZMH
2095,CD4 T cell,KLRG1
2096,CD4 T cell,NKG7
2097,CD4 T cell,PRF1
2098,CD4 T cell,S1PR1
2099,CD4 T cell,S1PR5
2100,CD4 T cell,TBX21
2101,CD4 T cell,ACTB
2102,CD4 T cell,ACTG1
2103,CD4 T cell,ALDH1A1
2104,CD4 T cell,CCR6
2105,CD4 T cell,CCR7
2106,CD4 T cell,CCR7
2107,CD4 T cell,CCR7
2108,CD4 T cell,CD27
2109,CD4 T cell,CD27
2110,CD4 T cell,CD274
2111,CD4 T cell,CD28
2112,CD4 T cell,CD3D
2113,CD4 T cell,CD3D
2114,CD4 T cell,CD3D
2115,CD4 T cell,CD3E
2116,CD4 T cell,CD3E
2117,CD4 T cell,CD3E
2118,CD4 T cell,CD3E
2119,CD4 T cell,CD3G
2120,CD4 T cell,CD4
2121,CD4 T cell,CD4
2122,CD4 T cell,CD4
2123,CD4 T cell,CD4
2124,CD4 T cell,CD4
2125,CD4 T cell,CD4
2126,CD4 T cell,CD4
2127,CD4 T cell,CD40LG
2128,CD4 T cell,CD40LG
2129,CD4 T cell,CD44
2130,CD4 T cell,CD69
2131,CD4 T cell,CD79A
2132,CD4 T cell,CDKN2A
2133,CD4 T cell,CDR1
2134,CD4 T cell,CDR2
2135,CD4 T cell,CTLA4
2136,CD4 T cell,EGFR
2137,CD4 T cell,EN1
2138,CD4 T cell,ERAP1
2139,CD4 T cell,ERAP2
2140,CD4 T cell,FAM102A
2142,CD4 T cell,FOXO3
2143,CD4 T cell,FOXP3
2144,CD4 T cell,FOXP3
2145,CD4 T cell,IDH1
2146,CD4 T cell,IKZF2
2147,CD4 T cell,IKZF2
2148,CD4 T cell,IL10
2149,CD4 T cell,IL12RB1
2150,CD4 T cell,IL2RA
2151,CD4 T cell,IL2RA
