group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
12,KIF20A,16.446386,2.8265479,8.902409610909535e-61,8.430290019249004e-59,0.46794871794871795,0.09313725490196079
12,LIN28B,16.100286,2.828096,2.5392623182557465e-58,2.181122495376107e-56,0.4599358974358974,0.09123414071510957
12,CALB1,14.579104,3.268887,3.814891066054462e-48,2.4830105062606874e-46,0.3926282051282051,0.052306805074971166
12,PODXL,13.917862,2.6240342,4.934460285077574e-44,2.808266978990207e-42,0.40544871794871795,0.08137254901960785
12,FOXC2,13.6209,2.400309,3.0083631836491386e-42,1.6278978857470024e-40,0.4198717948717949,0.11695501730103806
12,SLC44A3-AS1,13.508312,2.0302947,1.3968673038200952e-41,7.385816000473025e-40,0.44871794871794873,0.14273356401384082
12,UCP2,13.420129,2.165939,4.609117925067495e-41,2.393219747788978e-39,0.4326923076923077,0.13310265282583622
12,ADD2,13.209269,2.6026182,7.757433036804809e-40,3.871344443810193e-38,0.38782051282051283,0.08760092272202999
12,SOCS2,12.592765,2.5629904,2.3142417410095753e-36,1.0423561338746052e-34,0.3717948717948718,0.0825836216839677
12,FAM72C,12.181082,2.0682576,3.920464924839603e-34,1.6500229973286678e-32,0.41185897435897434,0.14025374855824682
12,BUB1B,12.157911,2.0189292,5.207304580558135e-34,2.179709776057541e-32,0.40064102564102566,0.12497116493656286
12,FAM72D,11.266256,2.0252779,1.9258463086612553e-29,6.90972124346692e-28,0.38301282051282054,0.12993079584775086
12,ACVR2B,11.238537,2.1332595,2.637165660674562e-29,9.447186008611848e-28,0.3605769230769231,0.10288350634371396
12,PIF1,11.185478,2.4437585,4.8030905194227585e-29,1.7047651235296814e-27,0.34294871794871795,0.08904267589388697
12,INCENP,10.923276,2.014809,8.921826660579086e-28,3.0360489958665737e-26,0.36378205128205127,0.11943483275663207
12,SPAG5,10.676805,2.2239652,1.3069365839372747e-26,4.188360153738512e-25,0.3349358974358974,0.09250288350634371
12,ENSG00000255330,10.639165,2.4063208,1.958769479095441e-26,6.225492102335525e-25,0.3189102564102564,0.07202998846597462
12,GAS2L3,10.62127,2.1561134,2.373090822174794e-26,7.501044669927604e-25,0.33653846153846156,0.09238754325259516
12,RUNX3,10.4817295,2.587387,1.0480977045659214e-25,3.2008492500591676e-24,0.3108974358974359,0.07053056516724336
12,ARID3A,10.481678,2.1768844,1.0486639324395352e-25,3.2008492500591676e-24,0.3317307692307692,0.09232987312572087
12,CADM1,9.542182,2.0534945,1.398586998175408e-21,3.6597679705369164e-20,0.3108974358974359,0.09354094579008074
12,HOXA2,9.239457,2.1480587,2.4775162241085578e-20,6.1029306902187995e-19,0.2900641025641026,0.07474048442906574
12,SAPCD2,8.901443,2.0386925,5.51256995407518e-19,1.2737344135886111e-17,0.2900641025641026,0.08575547866205306
12,PLVAP,8.694538,2.900025,3.4824324423394674e-18,7.759410223017911e-17,0.2403846153846154,0.03552479815455594
12,STMN3,8.595814,2.0300288,8.267647099159692e-18,1.8158959493648655e-16,0.27884615384615385,0.07952710495963092
12,DOCK2,7.490011,2.556199,6.88676683380569e-14,1.241229597986851e-12,0.21634615384615385,0.0405997693194925
12,MAGEA9B,7.359757,2.4714427,1.8424536991723134e-13,3.232477993399808e-12,0.21314102564102563,0.04071510957324106
12,MAGEA9,6.7601533,2.4837458,1.3784595797976162e-11,2.1205517344077044e-10,0.1955128205128205,0.037197231833910036
12,SAP25,6.5971503,2.3782537,4.1913513181048684e-11,6.244059545849845e-10,0.1955128205128205,0.0408881199538639
12,ESPL1,6.5074897,2.3753915,7.64170008924272e-11,1.116113288634907e-09,0.1971153846153846,0.04677047289504037
12,SBSPON,6.012322,2.7687922,1.8288467946478004e-09,2.39689926472672e-08,0.16826923076923078,0.027162629757785467
12,IL11,5.947026,2.0221918,2.7305836248996008e-09,3.5227730450547276e-08,0.19391025641025642,0.05570934256055363
12,KIAA0408,5.8198123,2.4330776,5.8913810331165856e-09,7.382117687157909e-08,0.17307692307692307,0.037197231833910036
12,CPVL,5.7623143,2.0234425,8.296838311430931e-09,1.0240744979910422e-07,0.1907051282051282,0.05928489042675894
12,STMN2,5.203363,2.6858387,1.9571428985097087e-07,2.0877998066927667e-06,0.14743589743589744,0.025201845444059977
12,TBX1,4.955402,2.4501245,7.218098771441418e-07,7.207493094767735e-06,0.14423076923076922,0.02756632064590542
12,GPC2,4.8729653,2.293981,1.0993544814579771e-06,1.0767988405497253e-05,0.14903846153846154,0.03529411764705882
12,ARID3B,4.718511,2.1301622,2.375767270810735e-06,2.2369388165995452e-05,0.15064102564102563,0.04129181084198385
